User_name,Date,Comment_title,Comment_body,How many found it helpul,User rating
Akshay Londhe,Reviewed in India on 10 July 2021,Amezing mobile,"
  Nice mobile thanks amazon
",,5.0 out of 5 stars
SUMIT G.,Reviewed in India on 10 July 2021,Normal,"
  सब ठीक है पर नेट खुद बन्द हो जाता है
",,3.0 out of 5 stars
Ranganathan,Reviewed in India on 10 July 2021,Issue,"
  With in a week Phone starts to get hanging..
",,1.0 out of 5 stars
Niroj,Reviewed in India on 10 July 2021,Not a recommended phone at this range,"
  Samsung need to work on this segment phone.-At this range if phone start showing glitchs within 3 months it not good advice to buy.-when u r in wifi, phone calls aren't clear. Other brand phones also has similar issues. But samsung being a old player is not expected.-Back camera is very poor in quality. This is not expected for such range phone.- Face detection/ finger detect is not that perfect sometimes.This may be with my phone. But all these defects on these phones aren't acceptable event in 1% of samsung products.Pro-- good power backup- Nice design-perfect weight 210 gm , which is actally feel good when u handle n keep in pocket.- cleaned interface, free from chinese junk apps.- well designed UI.
",,3.0 out of 5 stars
Dr.T Bhaskar Reddy,Reviewed in India on 10 July 2021,Rectify brightness adjustment,"
  There is defèct in brightness setting every time screen becom  dark we have togo to setting. this defect couldn't  rectified by any technician.  Pl give you suggention I had very good impression on Samsung mobile.
",One person found this helpful,3.0 out of 5 stars
Thippeswamy J,Reviewed in India on 10 July 2021,Waste of money,"
  Totally waste of money. U suggest not to buy this product. It looks refurbished product not a new product at all.
",,2.0 out of 5 stars
venky....,Reviewed in India on 10 July 2021,Don't buy this phone,"
  Don't buy this waste phone guys I'm writing this review after 11months this phone has hanging prob n one more thing m series are failures in samsung
",2 people found this helpful,1.0 out of 5 stars
Anandkumar,Reviewed in India on 10 July 2021,Nice,"
  Very good
",,3.0 out of 5 stars
Sumit Mitra,Reviewed in India on 10 July 2021,Bad,"
  Not gd
",,1.0 out of 5 stars
venkata durga prasad,Reviewed in India on 10 July 2021,Best price,"
  Best price
",,5.0 out of 5 stars
Mohit,Reviewed in India on 10 July 2021,Good,"
  Good
",,5.0 out of 5 stars
Jitendra D surywanshi,Reviewed in India on 10 July 2021,Samsung only brand not manufacturer good product,"
  Display not work after three months, Samsung not covered warranty,they says physical damage,but phone automatic display spent solution , i have never purchase samsung product and advice to other not purchase samsung product anywhere
",,1.0 out of 5 stars
Sandeep sharma,Reviewed in India on 10 July 2021,Wonderful phone,"
  Amazing phone in this range
",,5.0 out of 5 stars
RITESH KUMAR DUBEY,Reviewed in India on 10 July 2021,Go for it,"
  Super
",,4.0 out of 5 stars
sambathkumar,Reviewed in India on 10 July 2021,Mass screen,"
  Vera level
",,5.0 out of 5 stars
SHASHI PRAKASH RAI,Reviewed in India on 10 July 2021,Did not stand on expectations.,"
  Sensor is low..Having heating issue while charging and while normal calling.Taking 3 hours to charge the phone.
",,3.0 out of 5 stars
Amazon Customer,Reviewed in India on 10 July 2021,Phone getting heat while charging,"
  While charging phone is getting heat and battery back is not good
",,2.0 out of 5 stars
Vivek kumar singh,Reviewed in India on 10 July 2021,Gf,"
  Gf
",,3.0 out of 5 stars
Mohan,Reviewed in India on 10 July 2021,Not good,"
  Very waste mobile
",,1.0 out of 5 stars
Uncle john,Reviewed in India on 10 July 2021,Useless,"
  Observed multiple problems like display on/off while on call, touch problem etc.
",,1.0 out of 5 stars
Dharani,Reviewed in India on 9 July 2021,Such a waste!!!!!,"
  I’ve bought this phone and in exactly 2 months, touch started to show issues. When i took it to the service centre, they opened the phone and the parts inside have oxidised completely and they started blaming me that I have used sanitizer on the phone where the truth is that I never took the phone outside my home and they mentioned to me that warranty won’t work for such issues. Do not encourage products like this! I will definitely not recommend this product.
",,1.0 out of 5 stars
Brij Mohan,Reviewed in India on 9 July 2021,Just Perfect,"
  Just a perfect
",,5.0 out of 5 stars
Gaurav Kumar,Reviewed in India on 9 July 2021,Applicable,"
  Better
",,5.0 out of 5 stars
sreenu,Reviewed in India on 9 July 2021,Not good,"
  Dislike
",,3.0 out of 5 stars
Surajit Patra,Reviewed in India on 9 July 2021,Budget phone,"
  Nice phone
",,5.0 out of 5 stars
Amir hasan,Reviewed in India on 9 July 2021,Display quality is awesome.,"
  CAMERA &  DISPLAY Superb. But Charger is not sufficient 15 watt Charger is bad.
",,4.0 out of 5 stars
swati,Reviewed in India on 9 July 2021,Need refund,"
  Bad products given... It's hetting like we have put it on heaterGetting hot whenever start using it
",,1.0 out of 5 stars
Manoj Marcaus,Reviewed in India on 9 July 2021,Best replace for Chinese products like Redmi!,"
  Best replace for Chinese products like Mi. Good brand value. Best for daily tasking users.
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 9 July 2021,Takes 3-4 hrs to full charge,"
  Take 3-5 hr for full charge
",,5.0 out of 5 stars
Ruchika,Reviewed in India on 9 July 2021,Good one,"
  Loved this one for my mom. So far so good
",,5.0 out of 5 stars
v ganesh sankar,Reviewed in India on 9 July 2021,thumbs up for Samsung,"
  Good mobile. long battery durability
",,4.0 out of 5 stars
Manas Pisolkar,Reviewed in India on 9 July 2021,A must buy smartphone,"
  Amazing buy in this price range, speed is good as expected with 8Gb Ram. In all a best buy smartphone in this price range.
",,5.0 out of 5 stars
Tallapudi sitaram,Reviewed in India on 9 July 2021,Thanks,"
  Super thanks
",,5.0 out of 5 stars
Anil Kumar Sharma,Reviewed in India on 9 July 2021,Voice issue,"
  We have issue in voice during calls
",,2.0 out of 5 stars
Thejakevi,Reviewed in India on 9 July 2021,"Its a multitasking phone, where you can watch youtube do other work as well.","
  Camera quality is good and battery life im quite satusfied.
",,4.0 out of 5 stars
Subramani K K,Reviewed in India on 9 July 2021,"Strongly recommend not to buy this phone,","
  Torch/flashlight stopped working , flash in the camera too stopped working with a week after purchase worst phone. Do not waste money buying this product.
",,1.0 out of 5 stars
Sreejith,Reviewed in India on 9 July 2021,Na,"
  Na
",,3.0 out of 5 stars
ANANTHA,Reviewed in India on 9 July 2021,Camera is good at this range,"
  Good camera and nice phone value for money
",,4.0 out of 5 stars
J Kundan ,Reviewed in India on 9 July 2021,Good phone in this price range.,"
  This is really good phone. Got it for my dad and till now working fine. Camra quality and touch screen is pretty good in this price range. I will recommend this to buy.
",,4.0 out of 5 stars
Amazon Customer,Reviewed in India on 9 July 2021,Good.phone,"
  Very nice
",,4.0 out of 5 stars
Darshan,Reviewed in India on 9 July 2021,Dont buy,"
  Bettery draine problem
",,2.0 out of 5 stars
Bhushan Kumar,Reviewed in India on 9 July 2021,Samsung is awesome,"
  Nice .obile
",,4.0 out of 5 stars
Shri k.,Reviewed in India on 9 July 2021,PROBLEMS,"
  It worked very good in beginning but after 10-11 months its get hot very fast and also battery is charging 10 percent in 1 hour.
",,4.0 out of 5 stars
Amazon Customer,Reviewed in India on 9 July 2021,Super,"
  Good performance
",,5.0 out of 5 stars
Kanwar,Reviewed in India on 9 July 2021,Display stopped working in 11 months,"
  Bought this phone in Aug-2020.Display not working in July 2021. Expectations were high. Samsung disappointed.Looking at the crowd at Samsung Service Center shows the quality of their products. It is a parallel business of spare parts. They refused to repair the display in warranty by the way. Should have chosen another brand.
",,1.0 out of 5 stars
Sumit,Reviewed in India on 9 July 2021,Great deal,"
  Great deal
",,5.0 out of 5 stars
Arjun atree,Reviewed in India on 9 July 2021,Manufacturing Defect!,"
  Hi, I had placed this order 20 days back from New Zealand for my mother living in Delhi. She got it set up now and this is how the display looks. Like X-Ray view. Getting hold of customer care from.abrod is a pain. I'm looking for someone to contact me .
",,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 9 July 2021,Phoen is getting heat while watching videos and gaming,"
  Phone is getting heat .. while watching videos and gaming
",,3.0 out of 5 stars
Jagan,Reviewed in India on 9 July 2021,Very Worst,"
  Starting all are ok. But day by day hanging, Display sensor not working.
",,1.0 out of 5 stars
Vikrant Kapse,Reviewed in India on 9 July 2021,good phone,"
  good phone
",,4.0 out of 5 stars
Arvind kumar,Reviewed in India on 9 July 2021,Very bad battery 🔋 condition...,"
  Very poor battery lifeCamra is good..
",,3.0 out of 5 stars
sarvalakshmi,Reviewed in India on 9 July 2021,Samsung customers support is very poor don't trust the warranty,"
  I bought the phone in December 2020, it is only 6 months now. The phone stopped charging, though the phone is under 1 year warranty. I contacted the samsung customer care and they had arranged to pick up my phone after making me pay Rs.200 for pick up and drop charge. They had assigned it to some random repair shop who after checking the phone demanded me to pay Rs.1200 for changing the charging pin saying the warranty is over. When I said I have to contact the Samsung team to get clarification he challenged me saying wherever I go he will make me pay. Then after reaching the customer care I came to understand that the repair shop has wrongly reported the issue as touch screen issue to the Samsung team. Though I have explained the situation nothing has been done from Samsung and my phone is at the service center only god knows whether I will be able to see my phone in good condition back again as it is left with the mercy of the repair center. Samsung does not have proper service center and the warranty is meaningless.
",,3.0 out of 5 stars
Amazon Customer,Reviewed in India on 9 July 2021,Ok,"
  It's ok not bad
",,2.0 out of 5 stars
Amazon Customer,Reviewed in India on 9 July 2021,Worst experience(must read before buying),"
  Samsung mobile are worst. If you want to buy Samsung then go for premium product because for mid range the quality is not good. Before one year my mobile got motherboard problem and the service center ask me to pay 9k. The service center are just for making money. I ask them, still my mobile is under warranty. But they are telling me that it's upto them to decide whom to give free service. I had a Worst experience going Samsung service center.
",One person found this helpful,1.0 out of 5 stars
KAMAL J,Reviewed in India on 9 July 2021,Good,"
  Nice one
",,5.0 out of 5 stars
Praveen kumar,Reviewed in India on 9 July 2021,Very bad,"
  Bad producted
",,1.0 out of 5 stars
Arghyadip,Reviewed in India on 9 July 2021,Excellent product,"
  A good quality product but getting hot for the first time and it doesn't have any problem, running smoothly.
",,4.0 out of 5 stars
Sonia,Reviewed in India on 9 July 2021,Value for money,"
  Value for money
",,5.0 out of 5 stars
Ravinder Singh,Reviewed in India on 9 July 2021,Hearts to dangerous level. Amazon is not accepting is back. Don’t buy.,"
  I bought this phone 2 days ago.I happily unboxed the phone and put it on charge as prescribe.It started heating to dangerous levels. I stopped charging and to my surprise, heating was not limited to charging . It’s heating even while using simple application like Facebook.Amazon has been unhelpful as I try to get this replaced.They have scheduled multiple so called  technicians visits. The technicians visiting are 3rd party vendors who just care about getting money per visit and don’t care about fixing the issue at all.I’m left with a new phone that heats to dangerous levels and is uselessDon’t buy this phone
",,1.0 out of 5 stars
Ranjeet kumar,Reviewed in India on 9 July 2021,Very nice 👍,"
  Overall nice product
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 8 July 2021,Excellent,"
  Nice
",,5.0 out of 5 stars
pankaj p.,Reviewed in India on 8 July 2021,Not good,"
  Not up to the mark....camera quality is loke 16 MP of Redmi note 3.....so many features are not in this phone which i had earlier in Redmi phone. Better to buy other phone than Samsung.
",,2.0 out of 5 stars
